"CustomerKey","MaritalStatus","Gender","Education","Occupation","HomeOwner","Country","SpendBand"
11543,"S","F","Partial College","Clerical","Yes","France","LowSpend"
11544,"S","M","Graduate Degree","Skilled Manual","Yes","United States","HighSpend"
11545,"M","F","Graduate Degree","Skilled Manual","Yes","Canada","HighSpend"
11546,"M","F","Graduate Degree","Skilled Manual","Yes","Canada","HighSpend"
11547,"M","M","High School","Skilled Manual","Yes","United States","HighSpend"
11548,"S","M","Graduate Degree","Skilled Manual","Yes","United States","HighSpend"
11549,"M","F","Graduate Degree","Skilled Manual","Yes","United States","HighSpend"
11550,"M","F","Graduate Degree","Skilled Manual","Yes","United States","HighSpend"
11551,"M","M","Bachelors","Manual","Yes","United Kingdom","LowSpend"
11552,"S","M","Graduate Degree","Clerical","Yes","Germany ","LowSpend"
11553,"S","F","Graduate Degree","Clerical","No","France","LowSpend"
11554,"M","F","Graduate Degree","Clerical","No","United Kingdom","LowSpend"
11555,"M","M","Bachelors","Manual","No","United Kingdom","LowSpend"
11556,"M","M","Bachelors","Manual","Yes","France","LowSpend"
11557,"S","M","Bachelors","Manual","Yes","France","LowSpend"
11558,"S","M","Partial College","Manual","No","United Kingdom","LowSpend"
11559,"M","M","Partial College","Manual","Yes","United Kingdom","LowSpend"
11560,"S","F","Partial College","Manual","Yes","United Kingdom","LowSpend"
11561,"S","F","Partial College","Manual","Yes","United Kingdom","LowSpend"
11562,"S","F","Partial College","Manual","No","France","LowSpend"
11563,"S","F","Partial College","Manual","Yes","France","LowSpend"
11564,"S","M","Partial College","Manual","No","Germany","LowSpend"
11565,"M","F","Bachelors","Clerical","Yes","United Kingdom","LowSpend"
11566,"S","F","Bachelors","Clerical","No","Germany","LowSpend"
11567,"S","M","Partial College","Manual","Yes","United Kingdom","LowSpend"
11568,"M","M","Graduate Degree","Clerical","Yes","France","LowSpend"
11569,"S","F","Graduate Degree","Clerical","Yes","Germany","LowSpend"
11570,"M","M","Graduate Degree","Clerical","Yes","United Kingdom","LowSpend"
11571,"S","M","Bachelors","Clerical","Yes","United Kingdom","LowSpend"
11572,"M","M","Partial College","Manual","Yes","Australia","LowSpend"
11573,"M","F","Partial College","Manual","Yes","Australia","LowSpend"
11574,"S","M","Partial College","Manual","No","Australia","LowSpend"
11575,"M","M","Partial College","Manual","No","Australia","LowSpend"
11576,"S","M","Bachelors","Clerical","No","Australia","LowSpend"
11577,"S","M","Bachelors","Clerical","No","Australia","LowSpend"
11578,"M","M","Bachelors","Clerical","Yes","Australia","LowSpend"
11579,"S","M","High School","Manual","No","Australia","LowSpend"
11580,"S","F","High School","Manual","No","Australia","LowSpend"
11581,"S","F","High School","Manual","No","Australia","LowSpend"
11582,"M","F","Bachelors","Clerical","No","Australia","LowSpend"
11583,"S","F","Bachelors","Clerical","No","Australia","LowSpend"
11584,"S","M","Partial College","Manual","Yes","Australia","LowSpend"
11585,"S","F","Partial College","Manual","Yes","France","LowSpend"
11586,"S","M","Graduate Degree","Clerical","No","Germany","LowSpend"
11587,"M","M","Graduate Degree","Clerical","No","United Kingdom","LowSpend"
11588,"S","F","Partial College","Manual","No","Germany ","LowSpend"
11589,"S","F","Partial College","Manual","Yes","United Kingdom","LowSpend"
11590,"S","F","Partial College","Manual","Yes","United Kingdom","LowSpend"
11591,"M","M","Partial College","Manual","No","Germany","LowSpend"
11592,"S","M","Graduate Degree","Clerical","No","Germany","LowSpend"
11593,"S","F","Graduate Degree","Clerical","Yes","United Kingdom","LowSpend"
11594,"S","M","Bachelors","Clerical","No","France","LowSpend"
11595,"M","F","Bachelors","Clerical","No","United Kingdom","LowSpend"
11596,"M","M","Graduate Degree","Clerical","Yes","France","MediumSpend"
11597,"M","M","Bachelors","Clerical","Yes","United Kingdom","LowSpend"
11598,"M","F","Bachelors","Clerical","Yes","Germany","LowSpend"
11599,"S","M","Bachelors","Clerical","No","Germany","LowSpend"
11600,"M","M","Graduate Degree","Clerical","No","United Kingdom","MediumSpend"
11601,"S","M","Bachelors","Clerical","Yes","United Kingdom","LowSpend"
11602,"M","F","Bachelors","Clerical","No","France","LowSpend"
11603,"S","F","High School","Manual","Yes","United Kingdom","LowSpend"
11604,"S","F","High School","Manual","Yes","France","LowSpend"
11605,"S","M","Partial College","Manual","Yes","United Kingdom","LowSpend"
11606,"S","M","Partial College","Manual","No","United Kingdom","LowSpend"
11607,"S","M","Partial College","Manual","Yes","Germany","LowSpend"
11608,"S","F","Partial College","Manual","No","Germany","LowSpend"
11609,"S","M","High School","Manual","Yes","United Kingdom","LowSpend"
11610,"M","M","Bachelors","Clerical","Yes","Germany","LowSpend"
11611,"M","M","Bachelors","Clerical","Yes","Germany","LowSpend"
11612,"M","M","Graduate Degree","Clerical","Yes","United Kingdom","MediumSpend"
11613,"S","M","Partial College","Manual","No","France","LowSpend"
11614,"S","M","Partial College","Manual","No","United Kingdom","LowSpend"
11615,"S","M","Bachelors","Clerical","Yes","United Kingdom","LowSpend"
11616,"S","F","Bachelors","Clerical","No","Germany","LowSpend"
11617,"S","M","Graduate Degree","Clerical","Yes","United Kingdom","MediumSpend"
11618,"M","M","Graduate Degree","Clerical","Yes","Germany","MediumSpend"
11619,"M","F","Graduate Degree","Clerical","Yes","United Kingdom","MediumSpend"
11620,"S","F","Graduate Degree","Skilled Manual","No","Germany","MediumSpend"
11621,"S","F","Graduate Degree","Skilled Manual","No","Germany","MediumSpend"
11622,"M","M","Graduate Degree","Skilled Manual","Yes","Germany","MediumSpend"
11623,"M","M","Partial College","Manual","No","United Kingdom","LowSpend"
11624,"S","M","Partial College","Manual","No","Germany","LowSpend"
11625,"M","F","High School","Manual","No","France","LowSpend"
11626,"S","F","High School","Manual","Yes","France","LowSpend"
11627,"S","M","High School","Manual","Yes","France","LowSpend"
11628,"S","F","Partial College","Manual","No","Germany","LowSpend"
11629,"M","M","Partial College","Manual","Yes","Germany ","LowSpend"
11630,"M","M","Graduate Degree","Clerical","Yes","United Kingdom","MediumSpend"
11631,"M","M","Bachelors","Clerical","Yes","United Kingdom","LowSpend"
11632,"S","M","Bachelors","Clerical","No","United Kingdom","LowSpend"
11633,"M","F","Graduate Degree","Clerical","Yes","France","MediumSpend"
11634,"S","F","Graduate Degree","Clerical","Yes","Germany","MediumSpend"
11635,"S","F","Graduate Degree","Clerical","Yes","United Kingdom","MediumSpend"
11636,"S","F","Graduate Degree","Clerical","No","United Kingdom","MediumSpend"
11637,"S","F","Bachelors","Clerical","No","United Kingdom","MediumSpend"
11638,"M","F","Bachelors","Clerical","Yes","United Kingdom","MediumSpend"
11639,"S","F","Partial High School","Manual","Yes","Germany","LowSpend"
11640,"S","F","Partial College","Manual","Yes","United Kingdom","LowSpend"
11641,"M","M","Partial College","Manual","Yes","United Kingdom","LowSpend"
11642,"S","F","Partial College","Manual","Yes","France","LowSpend"
11643,"S","M","Partial College","Manual","No","United Kingdom","LowSpend"
11644,"S","F","High School","Manual","Yes","United Kingdom","LowSpend"
11645,"S","M","Bachelors","Clerical","Yes","Germany","LowSpend"
11646,"S","F","Bachelors","Clerical","No","France","LowSpend"
11647,"S","F","High School","Manual","No","United Kingdom","LowSpend"
11648,"S","F","Bachelors","Clerical","No","France","MediumSpend"
11649,"S","F","Bachelors","Clerical","No","France","MediumSpend"
11650,"S","M","Bachelors","Clerical","No","France","LowSpend"
11651,"S","F","Bachelors","Clerical","No","Germany","LowSpend"
11652,"S","M","Bachelors","Clerical","No","France","LowSpend"
11653,"S","M","High School","Manual","Yes","Germany","LowSpend"
11654,"S","F","High School","Manual","Yes","United Kingdom","LowSpend"
11655,"S","M","High School","Manual","Yes","France","LowSpend"
11656,"S","M","High School","Manual","Yes","Germany","LowSpend"
11657,"S","M","Partial High School","Manual","Yes","United Kingdom","LowSpend"
11658,"S","M","Partial High School","Manual","Yes","United Kingdom","LowSpend"
11659,"S","M","High School","Manual","Yes","France","LowSpend"
11660,"S","F","High School","Manual","Yes","Germany","LowSpend"
11661,"S","F","High School","Manual","No","Germany","LowSpend"
11662,"M","F","Bachelors","Skilled Manual","Yes","France","LowSpend"
11663,"M","M","Bachelors","Skilled Manual","Yes","United Kingdom","LowSpend"
11664,"S","M","Partial College","Manual","Yes","France","LowSpend"
11665,"M","F","Bachelors","Professional","No","France","MediumSpend"
11666,"S","M","Bachelors","Professional","No","Germany","MediumSpend"
11667,"M","F","Bachelors","Professional","No","Germany ","MediumSpend"
11668,"S","M","Bachelors","Professional","Yes","United Kingdom","MediumSpend"
11669,"M","F","Bachelors","Professional","No","United Kingdom","MediumSpend"
11670,"S","F","Bachelors","Professional","Yes","United Kingdom","MediumSpend"
11671,"M","F","Graduate Degree","Skilled Manual","Yes","United Kingdom","MediumSpend"
11672,"S","M","Partial College","Manual","Yes","United Kingdom","LowSpend"
11673,"S","F","Partial College","Clerical","Yes","United Kingdom","LowSpend"
11674,"S","M","Partial College","Clerical","Yes","France","LowSpend"
11675,"S","M","Partial College","Clerical","Yes","Germany","LowSpend"
11676,"S","F","Partial College","Clerical","Yes","France","LowSpend"
11677,"S","F","Partial College","Clerical","Yes","France","LowSpend"
11678,"S","M","Partial College","Clerical","Yes","Germany","LowSpend"
11679,"M","F","Bachelors","Skilled Manual","Yes","Germany","MediumSpend"
11680,"M","M","Bachelors","Skilled Manual","Yes","Germany ","MediumSpend"
11681,"M","M","Bachelors","Skilled Manual","Yes","Germany","MediumSpend"
11682,"S","M","Partial College","Clerical","Yes","France","LowSpend"
11683,"S","M","Partial College","Clerical","No","France","LowSpend"
11684,"S","M","Partial College","Clerical","Yes","France","LowSpend"
11685,"M","F","Bachelors","Skilled Manual","Yes","Germany","MediumSpend"
11686,"S","F","Partial College","Clerical","Yes","Germany","LowSpend"
11687,"S","M","Partial College","Clerical","Yes","United Kingdom","LowSpend"
11688,"M","M","Bachelors","Skilled Manual","Yes","United Kingdom","MediumSpend"
11689,"S","M","Partial College","Clerical","No","Germany","LowSpend"
11690,"S","M","Partial College","Clerical","No","France","LowSpend"
11691,"M","M","Bachelors","Skilled Manual","Yes","France","MediumSpend"
11692,"M","M","Bachelors","Skilled Manual","Yes","France","MediumSpend"
11693,"M","F","Bachelors","Skilled Manual","Yes","France","MediumSpend"
11694,"M","M","Bachelors","Skilled Manual","Yes","France","MediumSpend"
11695,"S","F","Partial College","Clerical","Yes","Germany ","LowSpend"
11696,"S","M","Partial College","Clerical","Yes","United Kingdom","LowSpend"
11697,"S","F","High School","Manual","Yes","France","LowSpend"
11698,"S","M","High School","Manual","No","France","LowSpend"
11699,"M","M","Partial High School","Manual","No","France","LowSpend"
11700,"M","M","Partial High School","Manual","Yes","Germany","LowSpend"
11701,"M","F","Partial High School","Manual","No","Germany","LowSpend"
11702,"S","F","High School","Manual","No","Germany","LowSpend"
11703,"S","F","High School","Manual","No","France","LowSpend"
11704,"S","M","High School","Manual","No","France","LowSpend"
11705,"S","F","High School","Manual","No","France","LowSpend"
11706,"S","F","Partial High School","Manual","No","Germany","LowSpend"
11707,"S","F","Partial College","Clerical","Yes","Germany","LowSpend"
11708,"S","F","Partial College","Clerical","No","Germany","LowSpend"
11709,"S","F","Partial High School","Manual","Yes","France","LowSpend"
11710,"S","F","Partial High School","Manual","No","France","LowSpend"
11711,"M","F","Partial High School","Manual","No","Germany","LowSpend"
11712,"S","M","Partial College","Clerical","No","Germany","LowSpend"
11713,"S","F","Partial College","Clerical","No","France","LowSpend"
11714,"S","M","Partial College","Professional","No","Canada","HighSpend"
11715,"M","F","Partial College","Professional","Yes","Canada","HighSpend"
11716,"M","M","Partial College","Professional","Yes","Canada","MediumSpend"
11717,"S","M","Bachelors","Management","Yes","United States","HighSpend"
11718,"M","F","Partial College","Professional","Yes","United States","MediumSpend"
11719,"M","M","Bachelors","Management","Yes","United States","HighSpend"
11720,"S","M","Bachelors","Management","Yes","United States","HighSpend"
11721,"M","M","Graduate Degree","Management","Yes","United States","HighSpend"
11722,"M","F","High School","Skilled Manual","Yes","United States","HighSpend"
11723,"S","F","Bachelors","Professional","No","United States","HighSpend"
11724,"M","M","Graduate Degree","Management","Yes","United States","HighSpend"
11725,"M","M","Bachelors","Management","Yes","United States","HighSpend"
11726,"M","M","Graduate Degree","Management","Yes","United States","HighSpend"
11727,"M","F","Graduate Degree","Management","Yes","United States","HighSpend"
11728,"M","F","Graduate Degree","Management","Yes","United States","HighSpend"
11729,"M","F","Bachelors","Management","Yes","Canada","HighSpend"
11730,"M","M","Bachelors","Management","Yes","United States","HighSpend"
11731,"M","M","Bachelors","Management","Yes","Canada","HighSpend"
11732,"M","M","Bachelors","Management","Yes","United States","HighSpend"
11733,"M","M","Bachelors","Management","Yes","Canada","HighSpend"
11734,"M","F","Bachelors","Management","No","United States","HighSpend"
11735,"S","F","Partial High School","Clerical","No","United States","LowSpend"
11736,"M","F","High School","Professional","Yes","United States","HighSpend"
11737,"M","F","High School","Professional","No","United States","HighSpend"
11738,"M","F","Bachelors","Management","Yes","United States","HighSpend"
11739,"M","F","Bachelors","Management","Yes","United States","HighSpend"
11740,"M","F","Bachelors","Management","Yes","Canada","MediumSpend"
11741,"S","F","High School","Professional","No","United States","HighSpend"
11742,"M","M","High School","Professional","Yes","United States","HighSpend"
11743,"S","M","High School","Professional","No","United States","HighSpend"
11744,"M","F","High School","Professional","Yes","United States","HighSpend"
11745,"S","M","High School","Professional","No","United States","HighSpend"
11746,"M","F","High School","Professional","Yes","United States","HighSpend"
11747,"M","F","Bachelors","Management","Yes","United States","HighSpend"
11748,"M","F","Bachelors","Management","Yes","United States","HighSpend"
11749,"S","M","Bachelors","Management","Yes","Canada","HighSpend"
11750,"M","F","Bachelors","Management","Yes","United States","HighSpend"
11751,"M","M","Bachelors","Management","Yes","United States","HighSpend"
11752,"M","M","Bachelors","Management","No","United States","HighSpend"
11753,"M","M","Bachelors","Management","No","United States","HighSpend"
11754,"S","F","Partial College","Professional","No","United States","HighSpend"
11755,"M","M","Partial College","Professional","Yes","United States","HighSpend"
11756,"M","M","Partial College","Professional","Yes","Canada","HighSpend"
11757,"M","M","Partial College","Professional","Yes","United States","HighSpend"
11758,"M","F","Partial College","Professional","Yes","United States","HighSpend"
11759,"S","F","Partial College","Professional","No","United States","HighSpend"
11760,"M","F","Partial College","Professional","Yes","United States","HighSpend"
11761,"M","M","Partial College","Professional","No","United States","HighSpend"
11762,"S","M","Partial College","Professional","Yes","United States","HighSpend"
11763,"M","F","Partial College","Professional","Yes","United States","HighSpend"
11764,"S","F","Partial College","Professional","Yes","United States","HighSpend"
11765,"M","M","Partial College","Professional","Yes","United States","HighSpend"
11766,"M","M","Partial College","Professional","Yes","Canada","HighSpend"
11767,"M","F","Partial College","Professional","Yes","United States","HighSpend"
11768,"M","M","Partial College","Professional","Yes","United States","HighSpend"
11769,"M","M","Bachelors","Management","Yes","United States","HighSpend"
11770,"M","M","Partial College","Professional","Yes","United States","HighSpend"
11771,"M","F","Partial College","Professional","Yes","United States","MediumSpend"
11772,"M","M","Partial High School","Skilled Manual","No","Canada","HighSpend"
11773,"M","F","Partial High School","Skilled Manual","Yes","Canada","HighSpend"
11774,"M","F","Partial College","Professional","Yes","United States","HighSpend"
11775,"M","M","Partial College","Professional","Yes","United States","HighSpend"
11776,"M","F","Partial College","Professional","Yes","United States","HighSpend"
11777,"M","F","Partial College","Professional","Yes","United States","HighSpend"
11778,"M","M","High School","Professional","Yes","United States","HighSpend"
11779,"M","F","Partial College","Professional","Yes","United States","HighSpend"
11780,"M","M","Partial College","Professional","Yes","United States","HighSpend"
11781,"M","F","Partial College","Professional","Yes","United States","HighSpend"
11782,"M","M","Partial College","Professional","Yes","United States","HighSpend"
11783,"S","M","Partial College","Professional","Yes","United States","HighSpend"
11784,"M","M","Partial High School","Skilled Manual","Yes","United States","HighSpend"
11785,"M","M","Partial High School","Skilled Manual","Yes","United States","HighSpend"
11786,"M","M","Partial High School","Skilled Manual","Yes","Canada","HighSpend"
11787,"M","M","Partial High School","Skilled Manual","Yes","United States","HighSpend"
11788,"M","F","Partial High School","Skilled Manual","Yes","United States","HighSpend"
11789,"M","M","Partial High School","Skilled Manual","No","United States","HighSpend"
11790,"M","M","Partial High School","Skilled Manual","Yes","United States","HighSpend"
11791,"S","M","Partial High School","Skilled Manual","Yes","United States","HighSpend"
11792,"M","F","High School","Professional","Yes","United States","HighSpend"
11793,"M","M","Partial College","Professional","Yes","United States","HighSpend"
11794,"S","M","Partial College","Professional","Yes","United States","HighSpend"
11795,"M","F","Partial College","Professional","Yes","United Kingdom","HighSpend"
11796,"M","F","Partial College","Professional","Yes","France","HighSpend"
11797,"M","M","Partial College","Professional","No","France","HighSpend"
11798,"M","M","Partial College","Professional","Yes","Germany","HighSpend"
11799,"M","F","High School","Professional","Yes","United Kingdom","HighSpend"
11800,"M","F","Partial High School","Professional","No","United Kingdom","HighSpend"
11801,"M","M","High School","Professional","No","France","MediumSpend"
11802,"M","F","Partial College","Professional","Yes","Germany","HighSpend"
11803,"S","F","Partial High School","Professional","Yes","Germany","HighSpend"
11804,"S","M","Partial College","Professional","No","Germany","MediumSpend"
11805,"M","F","Partial College","Professional","Yes","Germany","MediumSpend"
11806,"M","F","Bachelors","Management","Yes","Germany","MediumSpend"
11807,"M","F","Partial College","Professional","Yes","Germany","MediumSpend"
11808,"M","F","Bachelors","Management","Yes","United Kingdom","HighSpend"
11809,"S","F","Bachelors","Management","No","United Kingdom","HighSpend"
11810,"M","M","Partial College","Professional","Yes","Germany","MediumSpend"
11811,"M","M","Partial College","Professional","No","Germany","MediumSpend"
11812,"M","M","Bachelors","Management","Yes","United Kingdom","HighSpend"
11813,"M","F","Bachelors","Management","Yes","United Kingdom","HighSpend"
11814,"M","M","Bachelors","Management","Yes","United Kingdom","HighSpend"
11815,"M","M","Bachelors","Management","Yes","France","MediumSpend"
11816,"M","F","Bachelors","Management","Yes","Germany","MediumSpend"
11817,"M","F","Bachelors","Management","Yes","Germany","HighSpend"
11818,"S","M","Bachelors","Management","Yes","Germany","HighSpend"
11819,"M","F","Graduate Degree","Management","Yes","United Kingdom","HighSpend"
11820,"M","F","Partial College","Professional","Yes","United Kingdom","MediumSpend"
11821,"M","M","High School","Professional","Yes","France","MediumSpend"
11822,"M","F","Partial College","Professional","Yes","Germany","MediumSpend"
11823,"M","M","High School","Professional","Yes","United Kingdom","HighSpend"
11824,"M","F","Bachelors","Management","Yes","United Kingdom","HighSpend"
11825,"M","F","Partial College","Professional","No","France","MediumSpend"
11826,"S","F","Partial College","Professional","Yes","United Kingdom","HighSpend"
11827,"M","M","High School","Professional","Yes","United Kingdom","HighSpend"
11828,"M","M","High School","Professional","Yes","France","MediumSpend"
11829,"M","M","Partial College","Management","Yes","United Kingdom","HighSpend"
11830,"M","F","High School","Management","Yes","France","MediumSpend"
11831,"M","M","Partial College","Management","Yes","Germany","HighSpend"
11832,"S","M","Partial High School","Skilled Manual","Yes","France","MediumSpend"
11833,"M","M","Partial High School","Skilled Manual","Yes","France","MediumSpend"
11834,"M","M","High School","Management","Yes","France","MediumSpend"
11835,"M","M","Partial High School","Professional","Yes","Germany","MediumSpend"
11836,"M","M","Partial High School","Professional","Yes","Germany","MediumSpend"
11837,"S","F","Partial High School","Professional","Yes","Germany","HighSpend"
11838,"M","M","High School","Management","Yes","United Kingdom","HighSpend"
11839,"M","M","Partial High School","Professional","Yes","United Kingdom","HighSpend"
11840,"S","F","Bachelors","Professional","No","Australia","MediumSpend"
11841,"S","M","Bachelors","Professional","Yes","Australia","HighSpend"
11842,"S","M","Bachelors","Professional","Yes","Australia","MediumSpend"
11843,"S","F","Bachelors","Professional","No","Australia","MediumSpend"
11844,"S","F","Bachelors","Professional","No","Australia","MediumSpend"
11845,"M","F","Bachelors","Professional","No","Australia","MediumSpend"
11846,"M","M","Bachelors","Professional","No","Australia","HighSpend"
11847,"S","M","Bachelors","Professional","No","Australia","MediumSpend"
11848,"S","F","Bachelors","Professional","No","Australia","MediumSpend"
11849,"S","M","Bachelors","Professional","No","Australia","MediumSpend"
11850,"M","M","Bachelors","Professional","Yes","Australia","MediumSpend"
11851,"M","M","High School","Management","No","Australia","MediumSpend"
11852,"S","F","Bachelors","Professional","No","Australia","MediumSpend"
11853,"M","M","Bachelors","Professional","Yes","Australia","MediumSpend"
11854,"S","F","Bachelors","Professional","Yes","Australia","MediumSpend"
11855,"S","F","High School","Management","Yes","Australia","MediumSpend"
11856,"M","F","Partial College","Management","No","Australia","MediumSpend"
11857,"M","M","Bachelors","Professional","No","Australia","MediumSpend"
11858,"M","M","High School","Management","Yes","Australia","MediumSpend"
11859,"M","F","High School","Management","Yes","Australia","MediumSpend"
11860,"M","F","Bachelors","Professional","No","Australia","HighSpend"
11861,"M","M","High School","Management","Yes","Australia","HighSpend"
11862,"M","M","Partial College","Professional","Yes","United States","HighSpend"
11863,"M","M","Bachelors","Management","Yes","United States","HighSpend"
11864,"M","M","Partial College","Professional","Yes","United States","HighSpend"
11865,"M","M","Partial College","Professional","No","United States","HighSpend"
11866,"M","F","Graduate Degree","Management","Yes","United States","HighSpend"
11867,"S","M","Partial College","Clerical","Yes","Germany","LowSpend"
11868,"S","M","Partial High School","Manual","No","Germany","LowSpend"
11869,"S","M","Partial High School","Manual","No","France","LowSpend"
11870,"S","M","Partial High School","Manual","No","United Kingdom","LowSpend"
11871,"S","F","High School","Manual","Yes","France","LowSpend"
11872,"M","M","Partial College","Skilled Manual","Yes","United States","HighSpend"
11873,"M","F","Partial College","Skilled Manual","Yes","United States","HighSpend"
11874,"M","M","Partial College","Skilled Manual","Yes","United States","HighSpend"
11875,"S","M","High School","Skilled Manual","Yes","United States","HighSpend"
11876,"S","M","High School","Skilled Manual","Yes","United States","HighSpend"
11877,"M","F","High School","Skilled Manual","Yes","United States","HighSpend"
11878,"M","M","Partial College","Skilled Manual","Yes","Canada","MediumSpend"
11879,"M","F","Partial College","Skilled Manual","Yes","United States","HighSpend"
11880,"M","F","Partial College","Skilled Manual","Yes","United States","HighSpend"
11881,"M","F","High School","Skilled Manual","Yes","United States","HighSpend"
11882,"M","M","High School","Skilled Manual","Yes","Canada","MediumSpend"
11883,"S","M","Partial College","Skilled Manual","No","Canada","HighSpend"
11884,"S","M","Partial College","Skilled Manual","No","United States","HighSpend"
11885,"S","F","Partial College","Skilled Manual","No","United States","HighSpend"
11886,"S","M","Graduate Degree","Professional","Yes","United States","HighSpend"
11887,"S","F","Graduate Degree","Professional","Yes","United States","HighSpend"
11888,"M","M","Partial College","Skilled Manual","Yes","United States","HighSpend"
11889,"M","F","Partial College","Skilled Manual","Yes","United States","HighSpend"
11890,"M","F","Partial College","Skilled Manual","Yes","Canada","HighSpend"
11891,"M","F","Bachelors","Professional","Yes","United States","MediumSpend"
11892,"M","F","Bachelors","Professional","Yes","United States","HighSpend"
11893,"S","M","Graduate Degree","Professional","No","United States","HighSpend"
11894,"S","F","Graduate Degree","Professional","No","Canada","HighSpend"
11895,"M","F","Graduate Degree","Professional","Yes","United States","HighSpend"
11896,"S","M","Graduate Degree","Professional","Yes","Canada","HighSpend"
11897,"M","M","Bachelors","Professional","Yes","United States","MediumSpend"
11898,"M","F","Bachelors","Professional","Yes","United States","HighSpend"
11899,"M","F","Bachelors","Professional","Yes","United States","HighSpend"
11900,"M","M","Bachelors","Professional","Yes","United States","HighSpend"
11901,"S","M","Bachelors","Professional","Yes","United States","HighSpend"
11902,"S","F","Bachelors","Professional","No","Canada","HighSpend"
11903,"M","M","Graduate Degree","Professional","Yes","United States","HighSpend"
11904,"S","F","Graduate Degree","Professional","Yes","Canada","HighSpend"
11905,"S","M","Graduate Degree","Management","No","Australia","MediumSpend"
11906,"M","M","Graduate Degree","Management","Yes","Australia","MediumSpend"
11907,"M","F","Graduate Degree","Management","No","Australia","MediumSpend"
11908,"M","M","Bachelors","Professional","Yes","Australia","MediumSpend"
11909,"M","M","Bachelors","Professional","Yes","Australia","MediumSpend"
11910,"S","M","Bachelors","Professional","No","Australia","MediumSpend"
11911,"M","F","Bachelors","Professional","Yes","Australia","MediumSpend"
11912,"M","M","Bachelors","Professional","Yes","Australia","MediumSpend"
11913,"S","F","Graduate Degree","Management","Yes","Australia","MediumSpend"
11914,"S","F","Graduate Degree","Management","Yes","Australia","MediumSpend"
11915,"S","F","Bachelors","Professional","Yes","Australia","MediumSpend"
11916,"M","F","Bachelors","Professional","Yes","Australia","MediumSpend"
11917,"M","F","Bachelors","Professional","Yes","Australia","MediumSpend"
11918,"S","M","Graduate Degree","Management","Yes","Australia","MediumSpend"
11919,"S","M","Graduate Degree","Management","Yes","Australia","MediumSpend"
11920,"M","M","Bachelors","Professional","Yes","Australia","MediumSpend"
11921,"M","M","Bachelors","Professional","Yes","Australia","MediumSpend"
11922,"S","F","Bachelors","Professional","Yes","Australia","HighSpend"
11923,"S","F","Bachelors","Professional","No","Australia","HighSpend"
11924,"M","M","Bachelors","Professional","Yes","Australia","HighSpend"
11925,"S","F","Bachelors","Professional","Yes","Australia","MediumSpend"
11926,"M","F","Bachelors","Professional","Yes","Australia","MediumSpend"
11927,"S","M","Bachelors","Professional","Yes","Australia","MediumSpend"
11928,"S","M","Bachelors","Professional","No","Australia","MediumSpend"
11929,"S","F","Bachelors","Professional","No","Australia","HighSpend"
11930,"S","F","Bachelors","Professional","No","Australia","MediumSpend"
11931,"M","M","Bachelors","Professional","Yes","Australia","MediumSpend"
11932,"M","M","Graduate Degree","Management","No","Australia","MediumSpend"
11933,"S","M","Partial College","Skilled Manual","No","Australia","MediumSpend"
11934,"S","F","Bachelors","Professional","No","Australia","MediumSpend"
11935,"M","F","Bachelors","Professional","Yes","Australia","MediumSpend"
11936,"S","F","Partial College","Skilled Manual","No","Australia","MediumSpend"
11937,"S","F","Partial College","Skilled Manual","No","Australia","MediumSpend"
11938,"S","M","Bachelors","Professional","No","Australia","MediumSpend"
11939,"M","M","Partial College","Skilled Manual","Yes","Australia","MediumSpend"
11940,"S","F","Partial College","Skilled Manual","Yes","Australia","HighSpend"
11941,"S","F","Graduate Degree","Management","No","Australia","HighSpend"
11942,"S","F","Bachelors","Professional","No","Australia","MediumSpend"
11943,"M","F","Partial College","Skilled Manual","Yes","Australia","MediumSpend"
11944,"S","M","Partial College","Skilled Manual","No","Australia","MediumSpend"
11945,"M","F","Bachelors","Professional","Yes","Australia","MediumSpend"
11946,"M","F","Bachelors","Professional","No","Australia","MediumSpend"
11947,"S","M","Bachelors","Professional","Yes","Australia","MediumSpend"
11948,"S","F","Bachelors","Professional","No","Australia","MediumSpend"
11949,"S","M","Bachelors","Professional","No","Australia","MediumSpend"
11950,"S","M","Graduate Degree","Management","Yes","Australia","HighSpend"
11951,"S","F","Bachelors","Professional","No","Australia","MediumSpend"
11952,"S","F","Bachelors","Professional","Yes","Australia","MediumSpend"
11953,"M","M","Bachelors","Professional","No","Australia","MediumSpend"
11954,"S","F","Bachelors","Professional","Yes","Australia","MediumSpend"
11955,"S","M","Bachelors","Professional","No","Australia","MediumSpend"
11956,"M","F","Bachelors","Professional","No","Australia","HighSpend"
11957,"M","M","Partial College","Skilled Manual","Yes","Australia","HighSpend"
11958,"M","F","Partial College","Skilled Manual","Yes","Australia","MediumSpend"
11959,"S","F","Partial College","Skilled Manual","No","Australia","MediumSpend"
11960,"S","F","Partial College","Skilled Manual","No","Australia","MediumSpend"
11961,"M","M","Partial College","Skilled Manual","Yes","Australia","MediumSpend"
11962,"M","F","Partial College","Skilled Manual","Yes","Australia","HighSpend"
11963,"M","M","Partial College","Skilled Manual","Yes","Australia","HighSpend"
11964,"M","M","Partial College","Skilled Manual","Yes","Australia","MediumSpend"
11965,"S","M","Partial College","Clerical","No","Australia","LowSpend"
11966,"S","F","Partial College","Clerical","No","Australia","LowSpend"
